点数：12290
xmin:497110.02999878
xmax:497173.02999878
ymin:5419282.0
ymax:5419342.0
zmin:262.38000488
zmax:280.38000488

第一个格网单元(0,0,0)的点个数：0
第一个点的候选点数目：70
第一个点的k个点序号：[8248, 2, 12, 3, 10, 11]
所有点的邻域点平均距离均值: 0.7272960053894515
所有点的邻域点距离标准差均值: 0.1709730879529831
滤波后的点数: 11731
497114.72000122 5419301.5 271.88000488
497114.69000244 5419301.0 272.23001099
497114.58999634 5419300.0 274.17001343
497114.55999756 5419300.0 274.3500061
497114.52999878 5419299.0 274.17001343
497114.5 5419298.5 274.42001343
497114.47000122 5419298.0 274.82000732
497114.44000244 5419297.5 275.26000977
497114.41000366 5419297.0 275.73001099
497114.37999725 5419296.5 276.16000366
497114.33999634 5419296.0 276.57000732
497114.30999756 5419295.5 276.54000854
497114.30999756 5419295.0 276.10998535
497114.30999756 5419294.5 275.75
497114.30999756 5419294.0 275.38000488
497114.30999756 5419294.0 275.0
497114.30999756 5419293.5 274.54000854
497114.30999756 5419293.0 274.17001343
497114.30999756 5419292.5 273.76000977
497114.30999756 5419292.0 273.32998657
497114.30999756 5419291.5 272.95001221
497114.30999756 5419291.0 272.57000732
497114.27999878 5419291.0 272.17001343
497114.30999756 5419290.5 271.67001343
497114.30999756 5419290.0 270.6000061
497114.27999878 5419288.0 269.95001221
497114.25 5419287.5 269.95001221
497114.05999756 5419285.5 272.16000366
497114.02999878 5419285.0 272.51998901
497114.0 5419284.5 272.82000732
497113.97000122 5419284.0 273.16000366
497113.94000244 5419283.5 273.57998657
497113.91000366 5419283.0 274.01000977
497113.87999725 5419282.5 274.41000366
497114.58999634 5419282.0 274.76000977
497114.62000275 5419282.5 274.3500061
497114.66000366 5419283.0 273.8500061
497114.69000244 5419283.5 273.42001343
497114.72000122 5419284.0 273.1000061
497114.75 5419284.5 272.73001099
497114.80999756 5419285.0 272.41000366
497114.83999634 5419285.5 272.07000732
497115.0 5419288.0 269.95001221
497115.05999756 5419290.5 272.01000977
497115.05999756 5419291.0 272.39001465
497115.05999756 5419291.5 272.79998779
497115.05999756 5419292.0 273.19000244
497115.05999756 5419292.5 273.57998657
497115.05999756 5419293.0 274.01000977
497115.05999756 5419293.5 274.48001099
497115.05999756 5419293.5 274.82000732
497115.05999756 5419294.0 275.23001099
497115.05999756 5419294.5 275.64001465
497115.08999634 5419295.5 276.45001221
497115.08999634 5419296.0 276.70001221
497115.12000275 5419296.5 276.23001099
497115.19000244 5419297.5 275.45001221
497115.22000122 5419298.0 275.20001221
497115.25 5419298.5 274.98001099
497115.27999878 5419299.0 274.76998901
497115.30999756 5419299.5 274.6000061
497115.33999634 5419299.5 274.38000488
497115.37999725 5419300.0 274.20001221
497115.47000122 5419301.0 272.22000122
497115.5 5419301.5 271.88000488
497115.52999878 5419302.0 271.51000977
497115.75 5419304.5 269.48001099
497115.75 5419305.0 269.42001343
497115.77999878 5419305.5 269.14001465
497115.80999756 5419308.5 271.26000977
497115.80999756 5419308.5 271.63000488
497115.83999634 5419309.0 271.98001099
497115.83999634 5419309.5 272.29998779
497115.83999634 5419310.0 272.67001343
497115.83999634 5419310.5 273.0
497115.83999634 5419311.0 273.32000732
497115.83999634 5419311.5 273.69000244
497115.87999725 5419311.5 274.01000977
497115.87999725 5419312.0 274.38000488
497115.83999634 5419312.5 275.57000732
497115.87999725 5419313.5 275.39001465
497115.91000366 5419314.0 275.54000854
497115.94000244 5419314.5 275.13000488
497115.97000122 5419315.0 274.73001099
497116.0 5419315.5 274.3500061
497116.02999878 5419316.0 273.95001221
497116.05999756 5419316.5 273.54000854
497116.08999634 5419317.0 273.47000122
497116.12000275 5419317.0 273.42001343
497116.12000275 5419317.5 273.39001465
497116.16000366 5419318.0 273.32000732
497116.19000244 5419318.5 273.26998901
497116.47000122 5419321.5 269.38000488
497116.5 5419322.0 269.04000854
497116.52999878 5419322.5 268.8500061
497116.72000122 5419327.5 268.57000732
497116.75 5419327.5 268.75
497116.75 5419328.0 269.14001465
497116.77999878 5419328.5 268.94000244
497116.77999878 5419329.0 269.17001343
497116.83999634 5419329.5 267.94000244
497116.75 5419331.0 271.91000366
497116.75 5419331.5 272.17001343
497116.77999878 5419331.5 272.48001099
497116.77999878 5419332.0 272.76000977
497116.77999878 5419332.5 273.07998657
497116.77999878 5419333.0 273.3500061
497116.77999878 5419333.5 273.64001465
497116.80999756 5419333.5 273.92001343
497116.80999756 5419334.0 274.23001099
497116.80999756 5419334.5 274.5
497116.80999756 5419335.0 274.79000854
497116.80999756 5419335.5 275.07000732
497116.80999756 5419336.0 275.35998535
497116.83999634 5419336.0 275.67001343
497116.87999725 5419336.5 275.29998779
497116.91000366 5419337.0 274.98001099
497116.94000244 5419337.5 274.66000366
497116.97000122 5419338.0 274.26000977
497117.0 5419338.5 273.89001465
497117.02999878 5419339.0 273.54000854
497117.05999756 5419339.5 273.25
497117.08999634 5419340.0 272.91000366
497117.12000275 5419340.5 272.51000977
497117.19000244 5419341.0 272.16000366
497117.22000122 5419341.5 271.82998657
497117.80999756 5419341.5 271.89001465
497117.77999878 5419341.0 272.29000854
497117.75 5419340.5 272.6000061
497117.72000122 5419340.0 272.94000244
497117.69000244 5419339.5 273.26998901
497117.66000366 5419339.0 273.60998535
497117.52999878 5419337.5 274.70001221
497117.5 5419337.0 275.07000732
497117.47000122 5419336.5 275.3500061
497117.44000244 5419336.0 275.67001343
497117.44000244 5419335.5 275.32000732
497117.44000244 5419335.5 275.07000732
497117.44000244 5419335.0 274.76000977
497117.44000244 5419334.5 274.48001099
497117.44000244 5419334.0 274.19000244
497117.44000244 5419333.5 273.89001465
497117.41000366 5419333.5 273.60998535
497117.41000366 5419333.0 273.32000732
497117.41000366 5419332.5 273.04998779
497117.41000366 5419332.0 272.76000977
497117.41000366 5419331.5 272.47000122
497117.41000366 5419331.5 272.19000244
497117.37999725 5419331.0 271.89001465
497117.47000122 5419330.5 269.95001221
497117.44000244 5419330.5 269.82000732
497117.44000244 5419330.0 269.73001099
497117.41000366 5419329.5 269.60998535
497117.41000366 5419329.0 269.48001099
497117.37999725 5419328.5 269.39001465
497117.37999725 5419328.0 269.32000732
497117.37999725 5419327.5 269.23001099
497117.19000244 5419323.0 268.64001465
497117.16000366 5419322.5 269.01000977
497117.16000366 5419322.0 268.76998901
497116.83999634 5419318.5 273.22000122
497116.80999756 5419318.5 273.32000732
497116.80999756 5419318.0 273.35998535
497116.77999878 5419317.5 273.42001343
497116.75 5419317.0 273.5
497116.75 5419316.5 273.54000854
497116.72000122 5419316.0 273.79000854
497116.69000244 5419315.5 274.17001343
497116.66000366 5419315.0 274.6000061
497116.58999634 5419314.5 274.98001099
497116.55999756 5419314.0 275.38000488
497116.55999756 5419313.5 275.54000854
497116.52999878 5419313.0 275.23001099
497116.52999878 5419313.0 274.85998535
497116.52999878 5419312.0 274.20001221
497116.52999878 5419311.5 273.8500061
497116.52999878 5419311.0 273.51000977
497116.52999878 5419310.5 273.26000977
497116.5 5419310.0 273.20001221
497116.5 5419310.0 273.13000488
497116.47000122 5419309.5 273.04000854
497116.5 5419309.0 271.8500061
497116.5 5419308.5 271.54000854
497116.5 5419308.0 271.16000366
497116.47000122 5419305.5 269.51000977
497116.47000122 5419305.0 268.98001099
497116.44000244 5419304.5 268.95001221
497116.22000122 5419302.0 271.54000854
497116.19000244 5419301.5 271.88000488
497116.16000366 5419301.0 272.25
497116.05999756 5419300.0 274.17001343
497116.02999878 5419300.0 274.3500061
497116.0 5419299.5 274.57000732
497115.97000122 5419299.0 274.79000854
497115.97000122 5419298.5 274.98001099
497115.94000244 5419298.0 275.17001343
497115.91000366 5419297.5 275.39001465
497115.87999725 5419297.0 275.79000854
497115.83999634 5419296.5 276.17001343
497115.80999756 5419296.0 276.6000061
497115.77999878 5419295.5 276.51000977
497115.77999878 5419295.0 276.07000732
497115.77999878 5419294.5 275.67001343
497115.77999878 5419294.5 275.39001465
497115.77999878 5419294.0 275.20001221
497115.75 5419293.5 275.04998779
497115.75 5419293.0 274.82000732
497115.75 5419292.5 274.66000366
497115.72000122 5419292.0 274.48001099
497115.72000122 5419291.5 274.25
497115.75 5419291.0 272.20001221
497115.75 5419290.5 271.76000977
497115.75 5419290.0 271.6000061
497115.72000122 5419289.5 271.98001099
497115.75 5419289.0 271.04000854
497115.72000122 5419288.5 271.14001465
497115.75 5419288.0 269.91000366
497115.72000122 5419288.0 269.95001221
497115.52999878 5419285.5 272.16000366
497115.5 5419285.0 272.5
497115.47000122 5419284.5 272.82000732
497115.37999725 5419284.0 274.85998535
497115.33999634 5419283.5 275.01998901
497115.33999634 5419283.0 275.23001099
497115.30999756 5419282.5 275.39001465
497115.27999878 5419282.0 275.60998535
497115.97000122 5419282.0 275.66000366
497116.0 5419282.5 275.42001343
497116.02999878 5419283.0 275.25
497116.05999756 5419283.5 275.07000732
497116.05999756 5419284.0 274.85998535
497116.19000244 5419284.5 272.88000488
497116.22000122 5419285.0 272.51998901
497116.25 5419285.5 272.20001221
497116.44000244 5419288.0 269.89001465
497116.44000244 5419288.5 270.32000732
497116.44000244 5419288.5 271.10998535
497116.47000122 5419289.5 270.89001465
497116.5 5419290.0 270.75
497116.47000122 5419290.5 271.89001465
497116.47000122 5419291.0 272.3500061
497116.41000366 5419291.5 274.17001343
497116.44000244 5419292.0 274.3500061
497116.44000244 5419292.5 274.54000854
497116.47000122 5419292.5 274.73001099
497116.47000122 5419293.0 274.94000244
497116.47000122 5419293.5 275.14001465
497116.5 5419294.0 275.32000732
497116.5 5419294.5 275.57000732
497116.5 5419295.0 275.95001221
497116.5 5419295.5 276.35998535
497116.5 5419296.0 276.76998901
497116.55999756 5419296.5 276.29000854
497116.58999634 5419297.0 275.82998657
497116.62000275 5419297.5 275.45001221
497116.66000366 5419298.0 275.25
497116.69000244 5419298.5 275.04998779
497116.72000122 5419299.0 274.79000854
497116.75 5419299.0 274.6000061
497116.77999878 5419299.5 274.38000488
497116.77999878 5419300.0 274.22000122
497116.80999756 5419300.5 273.97000122
497116.94000244 5419301.5 271.91000366
497116.97000122 5419302.0 271.54000854
497117.16000366 5419304.5 269.51000977
497117.22000122 5419305.0 269.14001465
497117.25 5419308.5 271.29000854
497117.25 5419309.0 271.64001465
497117.22000122 5419309.0 273.29000854
497117.22000122 5419309.5 273.38000488
497117.25 5419310.0 273.42001343
497117.25 5419310.5 273.45001221
497117.27999878 5419311.0 273.44000244
497117.27999878 5419311.5 273.70001221
497117.27999878 5419312.0 274.04000854
497117.30999756 5419312.0 274.41000366
497117.30999756 5419312.5 274.76000977
497117.30999756 5419313.0 275.07000732
497117.30999756 5419313.5 275.45001221
497117.30999756 5419314.0 275.48001099
497117.37999725 5419314.5 275.1000061
497117.41000366 5419315.0 274.67001343
497117.44000244 5419315.5 274.26000977
497117.47000122 5419316.0 273.89001465
497117.5 5419316.5 273.54998779
497117.52999878 5419317.0 273.5
497117.55999756 5419317.5 273.42001343
497117.55999756 5419318.0 273.38000488
497117.58999634 5419318.5 273.32000732
497117.62000275 5419318.5 273.23001099
497117.94000244 5419321.5 268.42001343
497117.94000244 5419322.0 268.82998657
497117.94000244 5419322.5 268.94000244
497118.16000366 5419327.5 269.19000244
497118.16000366 5419328.0 269.26000977
497118.19000244 5419328.5 269.3500061
497118.19000244 5419329.0 269.45001221
497118.22000122 5419329.0 269.54998779
497118.22000122 5419329.5 269.67001343
497118.25 5419330.0 269.76998901
497118.25 5419330.5 269.92001343
497118.19000244 5419330.5 271.79000854
497118.19000244 5419331.0 272.10998535
497118.19000244 5419331.5 272.41000366
497118.22000122 5419332.0 272.69000244
497118.22000122 5419332.5 272.98001099
497118.22000122 5419333.0 273.26000977
497118.22000122 5419333.0 273.54998779
497118.22000122 5419333.5 273.8500061
497118.25 5419334.0 274.10998535
497118.25 5419334.5 274.45001221
497118.25 5419335.0 274.70001221
497118.25 5419335.5 275.01998901
497118.25 5419335.5 275.29000854
497118.25 5419336.0 275.67001343
497118.30999756 5419336.5 275.29000854
497118.33999634 5419337.0 274.98001099
497118.37999725 5419337.5 274.6000061
497118.41000366 5419338.0 274.29000854
497118.44000244 5419338.5 273.89001465
497118.47000122 5419339.0 273.54000854
497118.5 5419339.5 273.23001099
497118.52999878 5419340.0 272.85998535
497118.55999756 5419340.5 272.51000977
497118.62000275 5419341.0 272.17001343
497118.66000366 5419341.5 271.82000732
497119.25 5419341.5 271.91000366
497119.22000122 5419341.0 272.23001099
497119.19000244 5419340.5 272.54000854
497119.16000366 5419340.0 272.91000366
497119.12000275 5419339.5 273.25
497119.08999634 5419339.0 273.54000854
497119.02999878 5419338.5 273.89001465
497119.0 5419338.0 274.25
497118.97000122 5419337.5 274.6000061
497118.94000244 5419337.0 274.92001343
497118.91000366 5419336.5 275.26000977
497118.87999725 5419336.0 275.64001465
497118.87999725 5419336.0 275.39001465
497118.87999725 5419335.5 275.07000732
497118.87999725 5419335.0 274.82000732
497118.87999725 5419334.5 274.54000854
497118.83999634 5419334.0 274.32000732
497118.83999634 5419334.0 274.04000854
497118.83999634 5419333.5 273.60998535
497118.83999634 5419333.0 273.44000244
497118.83999634 5419332.5 273.14001465
497118.83999634 5419332.0 272.85998535
497118.80999756 5419332.0 272.57998657
497118.80999756 5419331.5 272.29000854
497118.80999756 5419331.0 272.04000854
497118.80999756 5419330.5 271.76998901
497118.87999725 5419330.5 269.89001465
497118.87999725 5419330.0 269.76000977
497118.83999634 5419329.5 269.63000488
497118.83999634 5419329.0 269.54000854
497118.80999756 5419329.0 269.41000366
497118.80999756 5419328.5 269.3500061
497118.80999756 5419328.0 269.26000977
497118.77999878 5419327.5 269.19000244
497118.80999756 5419327.0 267.42001343
497118.58999634 5419322.5 268.76000977
497118.55999756 5419322.0 269.0
497118.55999756 5419322.0 268.75
497118.25 5419318.5 273.26998901
497118.25 5419318.0 273.32000732
497118.22000122 5419318.0 273.35998535
497118.22000122 5419317.5 273.42001343
497118.19000244 5419317.0 273.51000977
497118.16000366 5419316.5 273.54000854
497118.08999634 5419315.5 274.23001099
497118.05999756 5419315.0 274.63000488
497118.02999878 5419314.5 275.01000977
497118.0 5419314.0 275.44000244
497117.97000122 5419313.5 275.51000977
497117.97000122 5419313.0 274.82000732
497117.97000122 5419312.5 274.54000854
497117.97000122 5419312.0 274.22000122
497117.94000244 5419311.5 273.8500061
497117.94000244 5419311.0 273.54000854
497117.94000244 5419310.5 273.48001099
497117.91000366 5419310.0 273.45001221
497117.91000366 5419310.0 273.38000488
497117.87999725 5419309.5 273.35998535
497117.87999725 5419309.0 273.26000977
497117.94000244 5419308.5 271.54000854
497117.97000122 5419307.5 269.01998901
497117.97000122 5419307.0 268.89001465
497117.83999634 5419305.0 269.51000977
497117.62000275 5419301.5 271.82000732
497117.5 5419300.5 274.1000061
497117.47000122 5419300.0 274.32000732
497117.44000244 5419299.5 274.51998901
497117.41000366 5419299.0 274.76000977
497117.37999725 5419298.5 274.94000244
497117.33999634 5419298.0 275.16000366
497117.30999756 5419297.5 275.39001465
497117.25 5419296.5 276.04000854
497117.22000122 5419296.0 276.45001221
497117.19000244 5419295.5 276.64001465
497117.19000244 5419295.5 276.26000977
497117.19000244 5419295.0 275.8500061
497117.19000244 5419294.5 275.45001221
497117.19000244 5419294.0 275.26000977
497117.19000244 5419293.5 275.1000061
497117.16000366 5419293.0 274.91000366
497117.16000366 5419292.5 274.76000977
497117.16000366 5419292.5 274.51998901
497117.12000275 5419292.0 274.32000732
497117.12000275 5419291.5 274.14001465
497117.19000244 5419291.0 272.3500061
497117.19000244 5419290.5 271.91000366
497117.22000122 5419290.0 270.6000061
497117.22000122 5419290.0 270.45001221
497117.16000366 5419289.5 271.48001099
497117.16000366 5419288.5 270.54000854
497117.16000366 5419288.0 270.04000854
497116.97000122 5419285.5 272.07998657
497116.94000244 5419285.0 272.39001465
497116.91000366 5419284.5 272.73001099
497116.87999725 5419284.0 273.01000977
497116.77999878 5419283.5 275.01000977
497116.75 5419283.0 275.14001465
497116.72000122 5419283.0 275.3500061
497116.69000244 5419282.5 275.54000854
497116.69000244 5419282.0 275.70001221
497117.47000122 5419282.0 275.63000488
497117.5 5419282.5 275.45001221
497117.52999878 5419283.0 275.29000854
497117.55999756 5419283.5 275.07000732
497117.58999634 5419284.0 274.89001465
497117.69000244 5419284.5 272.72000122
497117.94000244 5419288.0 269.88000488
497117.97000122 5419288.5 269.95001221
497117.97000122 5419290.5 271.79000854
497118.0 5419291.0 272.20001221
497117.94000244 5419291.5 274.1000061
497117.94000244 5419291.5 274.32000732
497117.94000244 5419292.0 274.48001099
497117.97000122 5419292.5 274.69000244
497117.97000122 5419293.0 274.89001465
497117.97000122 5419293.5 275.04998779
497118.0 5419294.0 275.26000977
497118.0 5419294.5 275.45001221
497118.0 5419295.0 275.82000732
497118.0 5419295.5 276.20001221
497118.02999878 5419295.5 276.6000061
497118.02999878 5419296.0 276.5
497118.08999634 5419296.5 276.04000854
497118.12000275 5419297.0 275.67001343
497118.16000366 5419297.5 275.3500061
497118.19000244 5419298.0 275.14001465
497118.19000244 5419298.5 274.92001343
497118.22000122 5419299.0 274.75
497118.25 5419299.5 274.54000854
497118.27999878 5419300.0 274.29998779
497118.30999756 5419300.5 274.10998535
497118.69000244 5419304.5 269.29998779
497118.69000244 5419305.0 269.54998779
497118.72000122 5419305.5 269.51000977
497118.72000122 5419305.5 269.67001343
497118.75 5419306.0 269.73001099
497118.75 5419306.5 269.76998901
497118.77999878 5419307.0 269.70001221
497118.80999756 5419307.5 269.39001465
497118.83999634 5419308.0 269.25
497118.77999878 5419308.5 271.32000732
497118.77999878 5419309.0 271.64001465
497118.72000122 5419309.0 273.29998779
497118.75 5419309.5 273.3500061
497118.75 5419310.0 273.39001465
497118.77999878 5419310.5 273.48001099
497118.77999878 5419311.0 273.54000854
497118.80999756 5419311.5 273.67001343
497118.80999756 5419311.5 274.01998901
497118.80999756 5419312.0 274.35998535
497118.80999756 5419312.5 274.67001343
497118.80999756 5419313.0 275.04000854
497118.80999756 5419313.5 275.35998535
497118.83999634 5419314.0 275.60998535
497118.87999725 5419314.5 275.20001221
497118.91000366 5419315.0 274.79000854
497118.94000244 5419315.5 274.41000366
497118.97000122 5419315.5 274.01998901
497119.0 5419316.0 273.64001465
497119.02999878 5419316.5 273.51998901
497119.05999756 5419317.0 273.45001221
497119.08999634 5419317.5 273.41000366
497119.08999634 5419318.0 273.32000732
497119.12000275 5419318.5 273.29000854
497119.44000244 5419321.5 268.57000732
497119.44000244 5419322.0 268.92001343
497119.47000122 5419322.5 268.82000732
497119.72000122 5419327.0 267.5
497119.66000366 5419327.5 269.19000244
497119.69000244 5419328.0 269.26000977
497119.69000244 5419328.5 269.35998535
497119.72000122 5419329.0 269.45001221
497119.72000122 5419329.0 269.54998779
497119.75 5419329.5 269.67001343
497119.75 5419330.0 269.79998779
497119.77999878 5419330.5 269.92001343
497119.72000122 5419330.5 271.79998779
497119.72000122 5419331.0 272.14001465
497119.72000122 5419331.5 272.39001465
497119.72000122 5419332.0 272.67001343
497119.72000122 5419332.5 272.92001343
497119.75 5419332.5 273.22000122
497119.75 5419333.0 273.5
497119.75 5419333.5 273.79000854
497119.75 5419334.0 274.07998657
497119.75 5419334.5 274.39001465
497119.77999878 5419334.5 274.67001343
497119.77999878 5419335.0 274.92001343
497119.77999878 5419335.5 275.25
497119.77999878 5419336.0 275.48001099
497119.80999756 5419336.5 275.48001099
497119.83999634 5419337.0 275.13000488
497119.87999725 5419337.5 274.75
497119.91000366 5419338.0 274.42001343
497119.94000244 5419338.5 274.04000854
497119.97000122 5419339.0 273.73001099
497120.0 5419339.5 273.39001465
497120.02999878 5419340.0 273.07000732
497120.08999634 5419340.0 272.72000122
497120.12000275 5419340.5 272.32998657
497120.16000366 5419341.0 272.01000977
497120.72000122 5419341.5 271.79000854
497120.69000244 5419341.0 272.16000366
497120.66000366 5419340.5 272.48001099
497120.62000275 5419340.0 272.76998901
497120.58999634 5419339.5 273.1000061
497120.55999756 5419339.0 273.45001221
497120.52999878 5419338.5 273.79000854
497120.5 5419338.0 274.1000061
497120.47000122 5419338.0 274.47000122
497120.44000244 5419337.5 274.79000854
497120.41000366 5419337.0 275.1000061
497120.33999634 5419336.5 275.45001221
497120.33999634 5419336.0 275.51000977
497120.33999634 5419335.5 275.26000977
497120.33999634 5419335.0 274.97000122
497120.30999756 5419335.0 274.67001343
497120.30999756 5419334.5 274.42001343
497120.30999756 5419334.0 274.1000061
497120.30999756 5419333.5 273.8500061
497120.30999756 5419333.0 273.54000854
497120.30999756 5419333.0 273.29000854
497120.27999878 5419332.5 273.01000977
497120.27999878 5419332.0 272.73001099
497120.27999878 5419331.5 272.45001221
497120.27999878 5419331.5 272.19000244
497120.27999878 5419331.0 271.92001343
497120.33999634 5419330.5 269.97000122
497120.33999634 5419330.5 269.85998535
497120.30999756 5419330.0 269.73001099
497120.30999756 5419329.5 269.64001465
497120.27999878 5419329.0 269.54000854
497120.27999878 5419328.5 269.42001343
497120.27999878 5419328.0 269.32000732
497120.25 5419328.0 269.26000977
497120.25 5419327.5 269.14001465
497120.05999756 5419322.5 268.82000732
497120.02999878 5419322.0 268.92001343
497120.02999878 5419321.5 268.67001343
497119.72000122 5419318.5 273.26998901
497119.69000244 5419318.0 273.32000732
497119.69000244 5419317.5 273.39001465
497119.66000366 5419317.5 273.45001221
497119.62000275 5419317.0 273.5
497119.62000275 5419316.5 273.57000732
497119.58999634 5419316.0 273.88000488
497119.55999756 5419315.5 274.25
497119.52999878 5419315.0 274.63000488
497119.47000122 5419314.5 275.01000977
497119.44000244 5419314.0 275.39001465
497119.44000244 5419313.5 275.54000854
497119.41000366 5419313.0 275.23001099
497119.41000366 5419313.0 274.89001465
497119.41000366 5419312.5 274.54998779
497119.41000366 5419312.0 274.23001099
497119.41000366 5419311.5 273.92001343
497119.41000366 5419311.0 273.54998779
497119.37999725 5419311.0 273.51000977
497119.37999725 5419310.5 273.42001343
497119.33999634 5419310.0 273.39001465
497119.33999634 5419309.5 273.3500061
497119.30999756 5419309.0 273.29000854
497119.37999725 5419308.5 271.57998657
497119.37999725 5419308.5 271.26000977
497119.44000244 5419307.5 268.92001343
497119.41000366 5419307.0 269.66000366
497119.37999725 5419306.5 269.64001465
497119.33999634 5419306.5 269.6000061
497119.33999634 5419306.0 269.60998535
497119.30999756 5419305.5 269.54000854
497119.30999756 5419305.0 269.57998657
497119.27999878 5419304.5 269.39001465
497118.94000244 5419300.5 274.01000977
497118.94000244 5419300.0 274.22000122
497118.91000366 5419299.5 274.48001099
497118.87999725 5419299.0 274.64001465
497118.83999634 5419299.0 274.8500061
497118.80999756 5419298.5 275.01000977
497118.77999878 5419298.0 275.20001221
497118.75 5419297.5 275.42001343
497118.72000122 5419297.0 275.82998657
497118.69000244 5419296.5 276.26000977
497118.66000366 5419296.0 276.64001465
497118.66000366 5419295.5 276.48001099
497118.62000275 5419294.5 275.98001099
497118.62000275 5419294.5 275.42001343
497118.62000275 5419294.0 275.20001221
497118.62000275 5419293.5 275.01000977
497118.58999634 5419293.0 274.8500061
497118.58999634 5419292.5 274.64001465
497118.58999634 5419292.0 274.48001099
497118.55999756 5419292.0 274.29000854
497118.55999756 5419291.5 274.1000061
497118.62000275 5419291.0 272.20001221
497118.62000275 5419290.5 271.79000854
497118.62000275 5419288.5 269.89001465
497118.58999634 5419288.0 269.85998535
497118.25 5419284.0 274.89001465
497118.22000122 5419283.5 275.01000977
497118.19000244 5419283.5 275.17001343
497118.16000366 5419283.0 275.35998535
497118.16000366 5419282.5 275.54000854
497118.12000275 5419282.0 275.73001099
497118.91000366 5419282.0 275.66000366
497118.94000244 5419282.5 275.5
497118.97000122 5419283.0 275.29000854
497118.97000122 5419283.5 275.1000061
497119.0 5419284.0 274.95001221
497119.37999725 5419288.0 269.69000244
497119.41000366 5419288.5 269.89001465
497119.41000366 5419289.0 270.69000244
497119.44000244 5419289.5 270.51000977
497119.44000244 5419290.5 271.75
497119.44000244 5419291.0 272.16000366
497119.37999725 5419291.5 274.04998779
497119.37999725 5419292.0 274.25
497119.37999725 5419292.0 274.45001221
497119.41000366 5419292.5 274.67001343
497119.41000366 5419293.0 274.85998535
497119.41000366 5419293.5 275.04000854
497119.44000244 5419294.0 275.25
497119.44000244 5419295.0 275.76000977
497119.47000122 5419295.5 276.10998535
497119.47000122 5419295.5 276.54000854
497119.47000122 5419296.0 276.54000854
497119.5 5419296.5 276.10998535
497119.55999756 5419297.0 275.66000366
497119.58999634 5419297.5 275.3500061
497119.62000275 5419298.0 275.14001465
497119.66000366 5419298.5 274.92001343
497119.66000366 5419299.0 274.76000977
497119.69000244 5419299.5 274.54000854
497119.72000122 5419300.0 274.32000732
497119.75 5419300.5 274.13000488
497120.12000275 5419304.5 268.98001099
497120.12000275 5419305.0 269.5
497120.19000244 5419305.5 269.01000977
497120.22000122 5419308.5 271.26998901
497120.22000122 5419309.0 271.63000488
497120.16000366 5419309.0 273.29000854
497120.19000244 5419309.5 273.3500061
497120.19000244 5419310.0 273.42001343
497120.22000122 5419310.5 273.44000244
497120.22000122 5419311.0 273.51000977
497120.25 5419311.5 273.67001343
497120.25 5419311.5 273.98001099
497120.25 5419312.0 274.32000732
497120.25 5419312.5 274.64001465
497120.27999878 5419313.0 275.01000977
497120.27999878 5419313.5 275.32000732
497120.27999878 5419314.0 275.64001465
497120.30999756 5419314.5 275.20001221
497120.33999634 5419315.0 274.82000732
497120.37999725 5419315.5 274.42001343
497120.44000244 5419316.0 274.01000977
497120.47000122 5419316.5 273.60998535
497120.5 5419316.5 273.51000977
497120.5 5419317.0 273.45001221
497120.52999878 5419317.5 273.39001465
497120.55999756 5419318.0 273.3500061
497120.55999756 5419318.5 273.29000854
497120.91000366 5419321.5 268.67001343
497120.91000366 5419322.0 268.92001343
497120.94000244 5419322.5 268.82000732
497121.08999634 5419327.0 269.14001465
497121.12000275 5419327.5 269.20001221
497121.12000275 5419328.0 269.29000854
497121.16000366 5419328.5 269.35998535
497121.16000366 5419329.0 269.5
497121.19000244 5419329.0 269.6000061
497121.19000244 5419329.5 269.70001221
497121.22000122 5419330.0 269.79998779
497121.22000122 5419330.5 269.97000122
497121.16000366 5419330.5 271.85998535
497121.16000366 5419331.0 272.14001465
497121.19000244 5419331.5 272.44000244
497121.19000244 5419332.0 272.70001221
497121.19000244 5419332.5 272.98001099
497121.19000244 5419333.0 273.26000977
497121.19000244 5419333.0 273.51998901
497121.22000122 5419333.5 273.8500061
497121.22000122 5419334.0 274.1000061
497121.22000122 5419334.5 274.42001343
497121.22000122 5419335.0 274.72000122
497121.22000122 5419335.0 275.01000977
497121.22000122 5419335.5 275.29000854
497121.25 5419336.0 275.57998657
497121.25 5419336.5 275.47000122
497121.30999756 5419337.0 275.1000061
497121.33999634 5419337.5 274.73001099
497121.37999725 5419338.0 274.35998535
497121.41000366 5419338.5 274.04000854
497121.44000244 5419339.0 273.72000122
497121.47000122 5419339.5 273.3500061
497121.5 5419340.0 273.01000977
497121.52999878 5419340.5 272.67001343
497121.58999634 5419341.0 272.29000854
497121.62000275 5419341.5 271.94000244
497122.19000244 5419341.5 271.76000977
497122.16000366 5419341.0 272.14001465
497122.12000275 5419340.5 272.47000122
497122.08999634 5419340.0 272.76000977
497122.05999756 5419339.5 273.10998535
497122.02999878 5419339.0 273.44000244
497122.0 5419338.5 273.73001099
497121.97000122 5419338.0 274.1000061
497121.91000366 5419338.0 274.44000244
497121.87999725 5419337.5 274.76998901
497121.83999634 5419337.0 275.13000488
497121.80999756 5419336.5 275.45001221
497121.80999756 5419336.0 275.54000854
497121.77999878 5419335.5 275.26000977
497121.77999878 5419335.0 274.98001099
497121.77999878 5419335.0 274.69000244
